"","Glottocode","Family","InventoryID","Phonemes","Nonlabiodental.phonemes","Fricatives","Nonlabiodental.Fricatives","Labiodentals","Subsistence.AUTOTYP","Subsistence.TOM","Area","Latitude","Longitude","has.labiodentals","Dist"
"1821","inap1243","Arawakan [araw1281]",1819,31,31,2,2,0,NA,"AGR","S America",-12.4653,-69.3083,FALSE,27183.7415024513
"1822","inga1252","Quechuan [quec1387]",2027,22,22,3,3,0,NA,"AGR","S America",1.00313,-76.8606,FALSE,25515.3068285053
"1823","iqui1243","Zaparoan [zapa1251]",2140,19,19,2,2,0,"AGR","HG","S America",-3.31233,-73.97046,FALSE,26054.6335887903
"1824","iran1263","Irántxe [iran1263][irn]",1927,43,43,4,4,0,"AGR","HG","S America",-12.7178,-57.9806,FALSE,27905.740252704
"1825","iton1250","Itonama [iton1250][ito]",103,25,25,2,2,0,"HG","HG","S America",-12.80431,-64.35748,FALSE,27472.8161604201
"1826","iyow1239","Matacoan [mata1289]",1981,21,20,4,3,1,NA,"HG","S America",-22.2067,-62.6508,TRUE,28461.1091312257
"1827","jama1261","Arawan [araw1282]",897,15,15,3,3,0,"AGR","HG","S America",-7.62223,-66.5662,FALSE,26864.0970296651
"1828","japr1238","Cariban [cari1283]",1874,20,19,3,3,1,NA,"AGR","S America",10.5523,-72.7101,TRUE,25388.8852852701
"1829","jaqa1244","Aymara [ayma1253]",105,42,42,3,3,0,NA,"AGR","S America",-12.8823,-75.8958,FALSE,27053.8812775909
"1830","jauj1238","Quechuan [quec1387]",889,27,26,5,4,1,NA,"AGR","S America",-11.6747,-75.2786,TRUE,26928.2039106104
"1831","jebe1250","Cahuapanan [cahu1265]",1860,21,21,3,3,0,"AGR","HG","S America",-5.40317,-76.4103,FALSE,26224.9733636752
"1832","juma1249","Tupian [tupi1275]",2086,24,24,1,1,0,NA,"AGR","S America",-7.27501,-64.0998,FALSE,27007.1649438817
"1833","jung1240","Quechuan [quec1387]",2028,16,16,3,3,0,NA,"AGR","S America",0.88872,-76.6593,FALSE,25530.8695721358
"1834","juru1256","Tupian [tupi1275]",2087,28,28,5,5,0,NA,"AGR","S America",-10.9354,-53.3472,FALSE,28160.0802624795
"1835","kadi1248","Guaicuruan [guai1249]",1118,31,31,1,1,0,"HG","HG","S America",-19.7222,-57.582,FALSE,28516.9830527188
"1836","kain1272","Nuclear-Macro-Je [nucl1710]",1961,16,16,1,1,0,"HG","HG","S America",-27.7671,-52.5394,FALSE,29535.4070335422
"1837","kaiw1246","Tupian [tupi1275]",2089,26,26,3,3,0,NA,"AGR","S America",-24.589,-54.6815,FALSE,29126.1417776626
"1838","kama1373","Tupian [tupi1275]",2090,26,26,2,2,0,NA,"AGR","S America",-12.2661,-53.4651,FALSE,28239.3439792192
"1839","kano1245","Kanoê [kano1245][kxo]",904,26,25,2,1,1,NA,"AGR","S America",-12.1789,-64.5812,TRUE,27401.7974074961
"1840","kara1500","Nuclear-Macro-Je [nucl1710]",1962,24,24,2,2,0,NA,"AGR","S America",-11.1881,-50.3492,FALSE,28444.5264246095
"1841","kari1301","Indo-European [indo1319]",907,32,30,7,5,2,NA,"AGR","S America",3.42825,-51.6888,TRUE,27680.7909344614
"1842","kari1311","Tupian [tupi1275]",1076,25,25,2,2,0,NA,"AGR","S America",-9.37937,-64.1522,FALSE,27180.1257393254
"1843","karo1305","Tupian [tupi1275]",1097,27,27,1,1,0,NA,"AGR","S America",-10.3342,-61.5691,FALSE,27444.7388807214
"1844","kaxa1239","Pano-Tacanan [pano1259]",2005,20,20,5,5,0,NA,"AGR","S America",-9.47288,-66.3329,FALSE,27046.5280944294
"1845","kaxu1237","Cariban [cari1283]",1875,18,18,2,2,0,NA,"AGR","S America",2.17138,-55.9101,FALSE,27253.7870373004
"1846","kaya1329","Tupian [tupi1275]",902,24,24,2,2,0,NA,"AGR","S America",-11.2747,-55.5479,FALSE,27993.9361428008
"1847","kaya1330","Nuclear-Macro-Je [nucl1710]",1963,33,33,0,0,0,"HG","HG","S America",-7.77352,-51.6737,FALSE,28121.4982346937
"1848","kore1283","Tucanoan [tuca1253]",2055,30,30,4,4,0,NA,"AGR","S America",0.92316,-75.3475,FALSE,25561.8935441539
"1849","koru1247","Pano-Tacanan [pano1259]",2006,20,20,4,4,0,NA,"AGR","S America",-5.3655,-70.5094,FALSE,26418.4229933388
"1850","krah1246","Nuclear-Macro-Je [nucl1710]",1964,46,46,1,1,0,NA,"AGR","S America",-8.01172,-47.5774,FALSE,28531.1322153228
"1851","kren1239","Nuclear-Macro-Je [nucl1710]",1965,35,35,2,2,0,NA,"HG","S America",-18.9988,-41.2299,FALSE,29738.3429531358
"1852","krik1239","Nuclear-Macro-Je [nucl1710]",1966,26,26,1,1,0,NA,"AGR","S America",-5.94252,-46.7504,FALSE,28516.591924833
"1853","kuik1246","Cariban [cari1283]",1876,26,26,3,3,0,NA,"AGR","S America",-12.3035,-53.2261,FALSE,28262.3226867006
"1854","kunz1244","Kunza [kunz1244][kuz]",2123,33,33,5,5,0,NA,"AGR","S America",-23,-69,FALSE,28294.3376802387
"1855","kuru1309","Tupian [tupi1275]",2094,28,28,4,4,0,NA,"AGR","S America",-3.09561,-52.2303,FALSE,27833.5490019559
"1856","kwaz1243","Kwaza [kwaz1243][xwa]",921,45,43,8,6,2,NA,"AGR","S America",-11.6667,-61.1833,TRUE,27582.7985572917
"1857","lamb1276","Quechuan [quec1387]",2025,19,19,3,3,0,NA,"AGR","S America",-6.1715,-79.468,FALSE,26315.5666091198
"1858","latu1238","Nambiquaran [namb1299]",1995,28,28,3,3,0,NA,"AGR","S America",-12.608792,-60.422423,FALSE,27715.7704483861
"1859","leco1242","Leco [leco1242][lec]",1929,30,30,3,3,0,NA,"HG","S America",-15.0092,-67.8818,FALSE,27503.3215595288
"1860","maca1259","Guahibo [guah1252]",1913,22,22,2,2,0,"AGR","HG","S America",6.34582,-71.2671,FALSE,25488.1431648472
"1861","maca1260","Matacoan [mata1289]",1982,32,31,6,5,1,"HG","HG","S America",-25.0119,-57.3694,TRUE,29004.9072816787
"1862","mach1267","Arawakan [araw1281]",1822,27,27,NA,NA,0,NA,"AGR","S America",-12.1291,-72.5017,FALSE,27035.6648089965
"1863","mach1268","Arawakan [araw1281]",1821,18,18,3,3,0,NA,"AGR","S America",-10.4804,-69.7683,FALSE,26962.2740656292
"1864","macu1259","Cariban [cari1283]",1877,22,22,1,1,0,NA,"AGR","S America",4.31861,-60.2209,FALSE,26732.1156020982
"1865","macu1260","Tucanoan [tuca1253]",2056,22,22,2,2,0,NA,"AGR","S America",-0.14459,-70.0749,FALSE,25978.0690554385
"1866","maku1278","Tupian [tupi1275]",2095,20,20,0,0,0,NA,"AGR","S America",-11.8701,-64.3201,FALSE,27389.7002582782
"1867","mala1522","Chibchan [chib1249]",1898,27,27,5,5,0,NA,"AGR","S America",10.9286,-73.4056,FALSE,25347.0584214627
"1868","mama1278","Nambiquaran [namb1299]",1996,34,34,2,2,0,NA,"AGR","S America",-12.986439,-60.101072,FALSE,27770.1867170344
"1869","mapo1246","Cariban [cari1283]",1878,19,19,2,2,0,NA,"AGR","S America",5.96952,-67.2581,FALSE,25931.2586369219
"1870","mapu1245","Araucanian [arau1255]",106,26,26,3,3,0,"AGR","AGR","S America",-38.7392,-71.277,FALSE,29952.7903503471
"1871","maqu1238","Cariban [cari1283]",1879,26,26,2,2,0,NA,"AGR","S America",4.70705,-64.3877,FALSE,26271.6337301052
"1872","mati1255","Pano-Tacanan [pano1259]",2007,21,21,3,3,0,NA,"AGR","S America",-4.3553,-70.2079,FALSE,26338.8463900173
"1873","mato1253","Mato Grosso Arára [mato1253][axg]",2119,33,32,4,3,1,NA,"HG","S America",-13.175,-55.869,TRUE,28106.040232214
"1874","mats1244","Pano-Tacanan [pano1259]",1124,21,21,3,3,0,NA,"AGR","S America",-5.73914,-72.6281,FALSE,26357.4956051607
"1875","maxa1247","Nuclear-Macro-Je [nucl1710]",1967,20,20,2,2,0,"AGR","HG","S America",-16.9402,-40.7891,FALSE,29656.8487469604
"1876","mbya1239","Tupian [tupi1275]",2083,26,26,1,1,0,"AGR","HG","S America",-26.0188,-52.711,FALSE,29373.6360045542
"1877","mehi1240","Arawakan [araw1281]",1823,23,23,2,2,0,NA,"AGR","S America",-12.5364,-53.521,FALSE,28253.240009734
"1878","mini1256","Huitotoan [huit1251]",2128,24,24,4,4,0,"AGR","HG","S America",-1.54535,-73.1107,FALSE,25910.1545661969
"1879","moch1259","Mochica [moch1259][omc]",1931,32,32,5,5,0,NA,"AGR","S America",-8.01667,-79,FALSE,26513.0897345242
"1880","moco1246","Guaicuruan [guai1249]",1127,31,31,7,7,0,"HG","HG","S America",-28.097,-60.4145,FALSE,29143.444163959
"1881","mose1249","Mosetén-Chimané [mose1249][cas]",944,38,37,4,3,1,"AGR","AGR","S America",-14.64448,-67.83756,TRUE,27468.4311295871
"1882","movi1243","Movima [movi1243][mzp]",1932,29,29,4,4,0,"AGR","HG","S America",-13.8115,-65.6348,FALSE,27494.7125841247
"1883","muin1242","Boran [bora1262]",1859,28,28,5,5,0,"AGR","HG","S America",-0.8652,-72.4249,FALSE,25880.9805449394
"1884","mund1330","Tupian [tupi1275]",1129,39,39,3,3,0,"AGR","HG","S America",-8.41095,-57.691,FALSE,27611.8201106948
"1885","muni1258","Muniche [muni1258][myr]",1933,27,27,5,5,0,NA,"AGR","S America",-5.80546,-76.2811,FALSE,26270.6763233852
"1886","muru1274","Huitotoan [huit1251]",2129,20,20,3,3,0,"AGR","HG","S America",-1.13669,-73.8331,FALSE,25835.3678909933
"1887","nade1244","Nadahup [nada1235]",1992,34,34,2,2,0,"HG","HG","S America",-1.24449,-66.3068,FALSE,26371.0058644907
"1888","nant1250","Arawakan [araw1281]",1824,27,27,NA,NA,0,NA,"AGR","S America",-12.1018,-72.3507,FALSE,27037.0297919301
"1889","napo1242","Quechuan [quec1387]",2039,23,23,4,4,0,NA,"AGR","S America",-0.072525,-76.3889,FALSE,25640.5576755144
"1890","nhen1239","Tupian [tupi1275]",2097,23,23,2,2,0,NA,"AGR","S America",1.04503,-66.9646,FALSE,26164.4004130064
"1891","nina1238","Yanomam [yano1260]",2132,18,18,3,3,0,"HG","HG","S America",4.03894,-62.7801,FALSE,26462.744425195
"1892","niva1238","Matacoan [mata1289]",1983,28,28,5,5,0,"HG","HG","S America",-22.8557,-61.7606,FALSE,28567.9408742367
"1893","noma1263","Arawakan [araw1281]",1825,25,25,NA,NA,0,NA,"AGR","S America",-11.5349,-74.4371,FALSE,26926.4083668269
"1894","nonu1241","Huitotoan [huit1251]",2130,26,26,4,4,0,NA,"AGR","S America",-1.25,-72.5,FALSE,25913.3233560311
"1895","nort2972","Chocoan [choc1280]",1904,32,32,2,2,0,NA,"AGR","S America",7.12761,-77.574,FALSE,24833.5743406266
"1896","nort2976","Quechuan [quec1387]",2033,28,28,2,2,0,NA,"AGR","S America",-14.4014,-68.7894,FALSE,27403.0553239272
"1897","nort2979","Quechuan [quec1387]",2035,23,23,3,3,0,NA,"AGR","S America",-8.97356,-77.4146,FALSE,26613.1514382244
"1898","nort2980","Quechuan [quec1387]",2030,25,25,4,4,0,NA,"AGR","S America",-11.2132,-75.8128,FALSE,26870.9091360799
"1899","nuka1242","Kakua-Nukak [kaku1242]",1951,24,24,1,1,0,"HG","HG","S America",2.65939,-71.4629,FALSE,25653.3798371136
"1900","nuku1263","Pano-Tacanan [pano1259]",2009,20,18,4,2,2,NA,"AGR","S America",-7.339,-73.5044,TRUE,26495.5529083003
"1901","ocai1244","Huitotoan [huit1251]",117,38,38,7,7,0,"AGR","HG","S America",-2.159,-72.1422,FALSE,26020.3889183374
"1902","ofay1240","Nuclear-Macro-Je [nucl1710]",1968,24,24,2,2,0,NA,"HG","S America",-22.278,-53.7227,FALSE,28990.2068769136
"1903","omag1248","Tupian [tupi1275]",2098,18,18,2,2,0,NA,"AGR","S America",-3.526,-69.1667,FALSE,26328.6879437769
"1904","onaa1245","Chonan [chon1288]",1907,29,29,5,5,0,"HG","HG","S America",-54,-68.5,FALSE,31660.8092465846
"1905","orej1242","Tucanoan [tuca1253]",2057,20,20,2,2,0,NA,"AGR","S America",-2.86315,-72.4926,FALSE,26071.2576719458
"1906","orow1243","Chapacuran [chap1271]",1889,18,18,2,2,0,NA,"AGR","S America",-10.737,-64.0299,FALSE,27306.8476719189
"1907","paca1246","Pano-Tacanan [pano1259]",2152,20,20,5,5,0,NA,"AGR","S America",-11.9968,-65.5568,FALSE,27326.9699899203
"1908","paez1247","Páez [paez1247][pbb]",102,39,39,10,10,0,NA,"AGR","S America",2.61516,-76.3125,FALSE,25351.5282618334
"1909","pait1247","Tupian [tupi1275]",2099,27,27,3,3,0,NA,"AGR","S America",-23.15945,-56.11758,FALSE,28911.5297835995
"1910","pali1279","Arawakan [araw1281]",1826,24,24,4,4,0,NA,"AGR","S America",3.63993,-51.6246,FALSE,27683.5910361636
"1911","pana1307","Nuclear-Macro-Je [nucl1710]",1969,26,26,2,2,0,NA,"AGR","S America",-10.58,-53,FALSE,28167.6624133317
"1912","pano1254","Pano-Tacanan [pano1259]",2004,19,19,5,5,0,NA,"AGR","S America",-7.97456,-71.56151,FALSE,26630.5698015059
"1913","pano1255","Pano-Tacanan [pano1259]",2010,18,18,4,4,0,NA,"AGR","S America",-7.16666,-75,FALSE,26439.8643539959
"1914","para1310","Cariban [cari1283]",1864,17,17,0,0,0,NA,"HG","S America",-3.71263,-53.0657,FALSE,27776.5652400149
"1915","para1311","Tupian [tupi1275]",119,36,34,9,7,2,"AGR","AGR","S America",-25.60551,-57.08816,TRUE,29075.288317221
"1916","para1312","Tupian [tupi1275]",2100,17,17,2,2,0,NA,"AGR","S America",-4.64681,-50.0621,FALSE,28122.8799344025
"1917","para1315","Nuclear-Macro-Je [nucl1710]",1958,21,21,1,1,0,NA,"AGR","S America",-4.91161,-49.0217,FALSE,28240.2973891186
"1918","para1316","Arawakan [araw1281]",1827,25,25,2,2,0,NA,"AGR","S America",10.8427,-71.8399,FALSE,25487.9933990797
"1919","pare1272","Arawakan [araw1281]",1828,19,19,3,3,0,NA,"AGR","S America",-14.5929,-57.4059,FALSE,28097.8606300191
"1920","paum1247","Arawan [araw1282]",1849,28,28,5,5,0,"AGR","HG","S America",-5.78403,-64.2803,FALSE,26874.1515781416
"1921","pemo1245","Cariban [cari1283]",1883,19,19,2,2,0,NA,"AGR","S America",5.248,-66.082,FALSE,26075.017444272
"1922","pemo1248","Cariban [cari1283]",1881,21,21,1,1,0,NA,"AGR","S America",4.97031,-61.4033,FALSE,26589.3261024212
"1923","piap1246","Arawakan [araw1281]",1829,19,19,3,3,0,"AGR","AGR","S America",4.37718,-68.5953,FALSE,25835.58445515
"1924","piar1243","Jodi-Saliban [jodi1234]",2042,30,30,3,3,0,NA,"AGR","S America",4.41805,-67.7574,FALSE,25921.4370734151
"1925","pich1237","Arawakan [araw1281]",1809,30,30,NA,NA,0,NA,"AGR","S America",-10.47249,-74.60281,FALSE,26807.5202520879
"1926","pila1245","Guaicuruan [guai1249]",1073,22,22,3,3,0,"HG","HG","S America",-25.0058,-60.1537,FALSE,28855.7262001599
"1927","pira1253","Pirahã [pira1253][myp]",1989,11,11,2,2,0,"HG","HG","S America",-6.77713,-61.8167,FALSE,27147.4059428605
"1928","pira1254","Tucanoan [tuca1253]",2058,24,24,2,2,0,NA,"AGR","S America",0.50714,-69.5032,FALSE,25973.8967845226
"1929","poya1241","Pano-Tacanan [pano1259]",2011,21,21,4,4,0,NA,"AGR","S America",-7.46909,-73.0758,FALSE,26522.6550147917
"1930","puel1244","Puelche [puel1244][pue]",1906,36,36,NA,NA,0,"HG","HG","S America",-36.6376,-62.9413,FALSE,29912.7524994494
"1931","puin1248","Puinave [puin1248][pui]",1935,19,19,2,2,0,NA,"AGR","S America",3.92974,-67.6886,FALSE,25947.3299035094
"1932","pume1238","Pumé [pume1238][yae]",2125,38,38,3,3,0,"HG","HG","S America",7.10677,-67.5996,FALSE,25877.4880238567
"1933","puri1262","Puri-Coroado [puri1261]",1971,18,18,1,1,0,NA,"HG","S America",-20.7329,-43.6069,FALSE,29644.127874863
"1934","qawa1238","Kawesqar [kawe1237]",1801,24,24,3,3,0,NA,"HG","S America",-49.703,-75.3756,FALSE,31132.3661199818
"1935","resi1247","Arawakan [araw1281]",1830,37,37,7,7,0,NA,"AGR","S America",-2.48139,-71.3578,FALSE,26095.4052702144
"1936","reye1240","Pano-Tacanan [pano1259]",2048,22,22,4,4,0,NA,"HG","S America",-14.8333,-67.0833,FALSE,27521.7517820257
"1937","rikb1245","Nuclear-Macro-Je [nucl1710]",1972,28,28,2,2,0,"HG","HG","S America",-11.1887,-58.1942,FALSE,27771.1214488874
"1938","saba1268","Nambiquaran [namb1299]",995,18,18,2,2,0,NA,"HG","S America",-12.9857,-60.335,FALSE,27753.4653020387
"1939","saki1248","Tupian [tupi1275]",1217,35,35,1,1,0,NA,"AGR","S America",-13.054,-62.0927,FALSE,27638.6288337713
"1940","sala1272","Quechuan [quec1387]",1146,29,29,5,5,0,NA,"AGR","S America",-1.35447,-78.3953,FALSE,25773.357618236
"1941","sali1298","Jodi-Saliban [jodi1234]",2043,30,30,5,5,0,NA,"AGR","S America",5.30115,-69.3843,FALSE,25719.5579219674
"1942","sanm1289","Quechuan [quec1387]",2036,18,18,3,3,0,NA,"AGR","S America",-6.9582,-76.6608,FALSE,26394.0219296475
"1943","sant1432","Quechuan [quec1387]",2038,25,25,6,6,0,NA,"AGR","S America",-27.821,-63.2466,FALSE,28995.160620774
"1944","sanu1240","Yanomam [yano1260]",1236,24,24,2,2,0,"HG","HG","S America",1.31875,-67.6498,FALSE,26083.8581562875
"1945","saop1235","Nuclear-Macro-Je [nucl1710]",1980,27,27,2,2,0,NA,"AGR","S America",-23.5708,-46.7609,FALSE,29592.3014162374
"1946","sate1243","Tupian [tupi1275]",2102,27,27,2,2,0,NA,"AGR","S America",-3.63897,-56.8749,FALSE,27394.977833005
"1947","seco1241","Tucanoan [tuca1253]",1000,18,18,3,3,0,NA,"AGR","S America",-0.459785,-75.5547,FALSE,25701.8083042033
"1948","shar1245","Pano-Tacanan [pano1259]",1999,22,21,4,3,1,NA,"AGR","S America",-9.8626,-71.1232,TRUE,26842.7511943148
"1949","ship1254","Pano-Tacanan [pano1259]",2015,24,24,5,5,0,"HG","AGR","S America",-7.17105,-74.8219,FALSE,26443.9721022033
"1950","shua1257","Jivaroan [jiva1245]",113,24,24,3,3,0,"AGR","AGR","S America",-3.45136,-78.1892,FALSE,26003.4351322443
"1951","sion1247","Tucanoan [tuca1253]",2060,30,30,4,4,0,NA,"AGR","S America",0.31733,-76.0237,FALSE,25606.0052460986
"1952","siri1273","Tupian [tupi1275]",118,28,28,5,5,0,"HG","HG","S America",-15.5298,-63.9688,FALSE,27749.7334749245
"1953","siri1274","Tucanoan [tuca1253]",2061,23,23,2,2,0,NA,"AGR","S America",0.436515,-70.184,FALSE,25923.8470276494
"1954","sout2991","Quechuan [quec1387]",104,37,37,7,7,0,"AGR","AGR","S America",-20.9201,-66.3331,FALSE,28169.3252177251
"1955","sout2994","Nambiquaran [namb1299]",1994,31,31,3,3,0,"HG","HG","S America",-14.3707,-59.5187,FALSE,27927.2530618315
"1956","suru1262","Tupian [tupi1275]",2103,29,29,2,2,0,NA,"AGR","S America",-11.0989,-61.2818,FALSE,27528.5981001303
"1957","suru1263","Arawan [araw1282]",1850,23,23,4,4,0,NA,"HG","S America",-6.82525,-66.3146,FALSE,26810.7033648525
"1958","suya1243","Nuclear-Macro-Je [nucl1710]",1973,28,28,2,2,0,NA,"AGR","S America",-11.5178,-53.0743,FALSE,28222.48056434
"1959","taca1256","Pano-Tacanan [pano1259]",2049,22,22,4,4,0,"HG","HG","S America",-13.39249,-68.04056,FALSE,27333.4062970413
"1960","tani1257","Tucanoan [tuca1253]",2062,21,21,2,2,0,NA,"AGR","S America",-0.59023,-70.3853,FALSE,25991.0906974295
"1961","tapi1253","Tupian [tupi1275]",2104,27,27,3,3,0,NA,"AGR","S America",-21.4169,-62.684,FALSE,28382.4447612942
"1962","tapi1254","Tupian [tupi1275]",2105,23,23,1,1,0,NA,"AGR","S America",-10.5373,-50.5438,FALSE,28387.3063644763
"1963","tari1256","Arawakan [araw1281]",1831,38,38,2,2,0,NA,"AGR","S America",0.440205,-68.9042,FALSE,26029.1925472665
"1964","tatu1247","Tucanoan [tuca1253]",1040,17,17,2,2,0,NA,"AGR","S America",0.55582,-70.5327,FALSE,25887.0316076098
"1965","taus1253","Taushiro [taus1253][trr]",1936,17,17,2,2,0,"AGR","HG","S America",-3.22497,-75.5603,FALSE,25999.9988489546
"1966","tehu1242","Chonan [chon1288]",1908,31,31,4,4,0,"HG","HG","S America",-47.5796,-68.3235,FALSE,30961.5233160379
"1967","temb1276","Tupian [tupi1275]",2106,21,21,2,2,0,NA,"AGR","S America",-2.6123,-48.2359,FALSE,28227.8831578939
"1968","tena1240","Quechuan [quec1387]",2041,24,24,3,3,0,NA,"AGR","S America",-0.76271,-77.5404,FALSE,25705.0560144755
"1969","tenh1241","Tupian [tupi1275]",2107,26,26,2,2,0,NA,"AGR","S America",-7.92626,-61.936,FALSE,27224.9505082314
"1970","tere1279","Arawakan [araw1281]",1832,23,23,3,3,0,NA,"AGR","S America",-20.6614,-56.0329,FALSE,28699.1656070288
"1971","ticu1245","Ticuna-Yuri [ticu1244]",115,38,37,2,1,1,NA,"AGR","S America",-3.66289,-69.8723,TRUE,26295.0953496038
"1972","tini1245","Tinigua [tini1245][tit]",1938,40,40,4,4,0,NA,"AGR","S America",2.716,-73.768,FALSE,25469.4117894423
"1973","toba1269","Guaicuruan [guai1249]",1045,28,28,3,3,0,"HG","HG","S America",-24.40253,-60.44728667,FALSE,28782.988906511
"1974","toca1235","Tupian [tupi1275]",2074,16,16,2,2,0,NA,"AGR","S America",-3.59359,-49.8991,FALSE,28093.8202788695
"1975","trin1274","Arawakan [araw1281]",2155,30,30,4,4,0,NA,"AGR","S America",-15.3331,-65.4096,FALSE,27653.3961606676
"1976","trio1238","Cariban [cari1283]",1884,24,24,2,2,0,NA,"AGR","S America",2.53616,-55.7599,FALSE,27259.7122854586
"1977","trum1247","Trumai [trum1247][tpy]",1939,29,29,6,6,0,"AGR","HG","S America",-11.8119,-53.5717,FALSE,28199.1810872109
"1978","tuca1252","Tucanoan [tuca1253]",2064,27,27,2,2,0,NA,"AGR","S America",0.579755,-69.5763,FALSE,25962.4801241708
"1979","tupa1250","Tupian [tupi1275]",2108,29,29,2,2,0,NA,"AGR","S America",-11.8884,-62.2544,FALSE,27526.5149436022
"1980","tupi1273","Tupian [tupi1275]",2109,25,25,2,2,0,NA,"AGR","S America",-22.807778,-42.106389,FALSE,29906.1068882835
"1981","tuyu1244","Tucanoan [tuca1253]",2065,23,23,2,2,0,NA,"AGR","S America",0.39441,-70.043515,FALSE,25938.2983168355
"1982","ucay1237","Arawakan [araw1281]",1810,32,32,NA,NA,0,NA,"AGR","S America",-9.49424,-73.1836,FALSE,26734.8381716567
"1983","umot1240","Bororoan [boro1281]",1975,20,20,3,3,0,NA,"HG","S America",-15.5929,-57.4192,FALSE,28177.9988665233
"1984","urar1246","Urarina [urar1246][ura]",1940,21,20,5,4,1,NA,"AGR","S America",-4.44006,-75.4211,TRUE,26134.881532482
"1985","urub1250","Tupian [tupi1275]",2088,26,26,3,3,0,NA,"AGR","S America",-2.46455,-46.2204,FALSE,28434.6655139327
"1986","urue1240","Tupian [tupi1275]",2110,26,26,2,2,0,NA,"AGR","S America",-10.9176,-63.8086,FALSE,27337.3818684763
"1987","uruu1244","Uru-Chipaya [uruc1242]",2127,33,33,3,3,0,NA,"AGR","S America",-16.72547,-68.97119,FALSE,27635.6426127307
"1988","vile1241","Vilela [vile1241][vil]",1941,29,29,3,3,0,NA,"HG","S America",-27.4063,-58.9661,FALSE,29145.3860972257
"1989","waim1253","Cariban [cari1283]",1885,27,27,3,3,0,NA,"AGR","S America",-0.61832,-60.4259,FALSE,26890.3924856501
"1990","waim1255","Tucanoan [tuca1253]",114,25,25,2,2,0,NA,"AGR","S America",0.30416,-70.1644,FALSE,25935.6837493376
"1991","waiw1244","Cariban [cari1283]",1886,20,20,4,4,0,"AGR","HG","S America",1.50881,-59.1417,FALSE,26931.6824042356
"1992","waor1240","Waorani [waor1240][auc]",1942,32,32,0,0,0,"HG","HG","S America",-1.12312,-76.683,FALSE,25751.1137350488
"1993","wapi1253","Arawakan [araw1281]",108,29,29,4,4,0,NA,"AGR","S America",2.58744,-59.8021,FALSE,26824.9212914782
"1994","wara1303","Warao [wara1303][wba]",1943,16,16,2,2,0,"HG","HG","S America",7.50851,-59.3528,FALSE,26784.5589076545
"1995","wari1268","Chapacuran [chap1271]",1237,20,20,2,2,0,NA,"AGR","S America",-10.69948,-64.56152,FALSE,27268.9125574774
"1996","waur1244","Arawakan [araw1281]",1835,26,26,5,5,0,NA,"AGR","S America",-13.296,-53.6971,FALSE,28291.7750417734
"1997","waya1269","Cariban [cari1283]",1031,16,16,1,1,0,NA,"AGR","S America",2.77537,-54.4429,FALSE,27395.8198421064
"1998","waya1270","Tupian [tupi1275]",2111,25,25,2,2,0,NA,"AGR","S America",1.73817,-52.6887,FALSE,27612.5669022045
"1999","wayu1243","Arawakan [araw1281]",109,46,46,5,5,0,NA,"AGR","S America",11.395566,-72.199791,FALSE,25484.8137295812
"2000","wich1262","Matacoan [mata1289]",1984,28,28,5,5,0,NA,"HG","S America",-21.988,-63.5971,FALSE,28394.8198874473
