"","Glottocode","Family","InventoryID","Phonemes","Nonlabiodental.phonemes","Fricatives","Nonlabiodental.Fricatives","Labiodentals","Subsistence.AUTOTYP","Subsistence.TOM","Area","Latitude","Longitude","has.labiodentals","Dist"
"195","fwee1238","Atlantic-Congo [atla1278]",852,60,55,17,13,5,NA,"AGR","Africa",-17.72372,24.43151,TRUE,924.698053980023
"196","gaaa1244","Atlantic-Congo [atla1278]",141,47,45,7,5,2,NA,"AGR","Africa",5.65488,-0.18598,TRUE,4281.04828932587
"197","gaaa1245","Atlantic-Congo [atla1278]",1500,34,31,3,1,3,NA,"AGR","Africa",8.4809,11.9603,TRUE,3980.13458541679
"198","gaam1241","Eastern Jebel [east2386]",1616,49,47,4,2,2,NA,"AGR","Africa",11.4674,33.9797,TRUE,4312.41179483309
"199","gagn1235","Atlantic-Congo [atla1278]",673,51,49,6,4,2,NA,"AGR","Africa",6.10051,-5.9701,TRUE,4707.54651805209
"200","gagu1242","Mande [mand1469]",1562,36,36,4,4,0,NA,"AGR","Africa",6.40859,-5.51851,FALSE,4701.89786686681
"201","gamo1243","Ta-Ne-Omotic [gong1255]",1481,36,35,5,4,1,NA,"AGR","Africa",6.27645,37.23808,TRUE,3892.49694022144
"202","gand1255","Atlantic-Congo [atla1278]",770,33,31,4,2,2,"AGR","AGR","Africa",0.66884,32.15153,TRUE,3111.84437219008
"203","gava1241","Afro-Asiatic [afro1255]",1577,55,52,12,10,3,NA,"AGR","Africa",10.5603,13.8188,TRUE,4149.50089929282
"204","gbag1258","Atlantic-Congo [atla1278]",339,26,24,5,3,2,NA,"AGR","Africa",9.29842,6.90495,TRUE,4256.05084523724
"205","gbar1246","Atlantic-Congo [atla1278]",880,31,29,5,3,2,NA,"AGR","Africa",8.46411,7.10757,TRUE,4162.52399564666
"206","gbay1281","Atlantic-Congo [atla1278]",939,37,35,6,4,2,NA,"AGR","Africa",4.800365,14.606865,TRUE,3509.96653038186
"207","gbay1287","Atlantic-Congo [atla1278]",148,45,42,5,3,3,NA,"AGR","Africa",6.61896,17.645,TRUE,3641.57122853768
"208","gbay1288","Kresh-Aja [kres1240]",755,56,53,12,10,3,NA,"AGR","Africa",8.43391,25.5173,TRUE,3812.74284135879
"209","gbes1238","Atlantic-Congo [atla1278]",1282,47,45,12,10,2,NA,"AGR","Africa",6.55911,2.0269,TRUE,4232.8637598473
"210","genn1243","Atlantic-Congo [atla1278]",721,44,42,9,7,2,NA,"AGR","Africa",6.25971,1.67727,TRUE,4224.75642376547
"211","ghom1247","Atlantic-Congo [atla1278]",1384,59,55,11,9,4,NA,"AGR","Africa",5.39619,10.352,TRUE,3713.46785222789
"212","gida1247","Afro-Asiatic [afro1255]",901,38,36,7,5,2,NA,"AGR","Africa",9.874715,14.07845,TRUE,4069.17366014844
"213","giky1238","Atlantic-Congo [atla1278]",1302,51,49,7,5,2,NA,"AGR","Africa",8.39478,0.56975,TRUE,4489.91934948774
"214","giny1241","Atlantic-Congo [atla1278]",1303,53,51,6,4,2,NA,"AGR","Africa",8.2327,0.98348,TRUE,4450.85013150403
"215","giry1241","Atlantic-Congo [atla1278]",1589,47,45,9,7,2,NA,"AGR","Africa",-3.30638,39.6648,TRUE,3088.92327824531
"216","glav1244","Afro-Asiatic [afro1255]",1543,43,41,12,10,2,NA,"AGR","Africa",11.1334,13.8652,TRUE,4210.06663814041
"217","godi1239","Atlantic-Congo [atla1278]",723,42,40,5,3,2,NA,"AGR","Africa",5.3944,-5.82696,TRUE,4637.63639893346
"218","gonj1241","Atlantic-Congo [atla1278]",724,39,38,5,4,1,NA,"AGR","Africa",8.48801,-0.72757,TRUE,4575.03667482022
"219","gour1243","Atlantic-Congo [atla1278]",727,33,32,2,1,1,NA,"AGR","Africa",11.6711,1.28489,TRUE,4763.33210358042
"220","gude1246","Afro-Asiatic [afro1255]",1578,36,32,9,6,4,NA,"AGR","Africa",10.2138,13.403,TRUE,4123.0035253974
"221","guin1254","Mande [mand1469]",1514,39,37,4,2,2,NA,"AGR","Africa",7.93196,-8.98843,TRUE,5078.59952043954
"222","gumu1244","Gumuz [gumu1244][guk]",1475,44,43,6,5,1,NA,"AGR","Africa",11.05,35.93,TRUE,4333.24104570078
"223","guro1248","Mande [mand1469]",1605,57,55,6,4,2,NA,"AGR","Africa",7.34954,-6.31154,TRUE,4837.94017298893
"224","gwan1268","Afro-Asiatic [afro1255]",1352,46,46,5,5,0,NA,"AGR","Africa",9.20464,7.49931,FALSE,4220.99364983319
"225","gwen1239","Atlantic-Congo [atla1278]",1638,29,27,6,5,2,NA,"AGR","Africa",-3.68407,37.6827,TRUE,2934.09388129435
"226","hadi1240","Afro-Asiatic [afro1255]",1363,56,54,8,6,2,NA,"AGR","Africa",7.57377,37.7577,TRUE,4046.98806551099
"227","hadz1240","Hadza [hadz1240][hts]",357,62,61,5,4,1,"HG","HG","Africa",-3.83115,35.0458,TRUE,2776.26285646727
"228","hain1253","Mande [mand1469]",683,34,33,4,3,1,NA,"AGR","Africa",13.8734,-5.65085,TRUE,5369.47242902417
"229","haio1238","Khoe-Kwadi [khoe1240]",1360,29,29,5,5,0,NA,"HG","Africa",-19.7637,17.0299,FALSE,897.499043198246
"230","hame1242","South Omotic [sout2845]",218,35,35,4,4,0,NA,"AGR","Africa",5.06515,36.5176,FALSE,3738.00261565088
"231","hang1258","Atlantic-Congo [atla1278]",728,29,27,5,3,2,NA,"AGR","Africa",9.33929,-1.57833,TRUE,4705.06615448927
"232","hang1260","Atlantic-Congo [atla1278]",1643,35,32,8,6,3,NA,"AGR","Africa",-2.52347,30.7074,TRUE,2726.49946164824
"233","hara1271","Afro-Asiatic [afro1255]",1397,34,33,7,6,1,NA,"AGR","Africa",9.30485,42.1332,TRUE,4427.77256906733
"234","haus1257","Afro-Asiatic [afro1255]",2188,46,46,5,5,0,"AGR","AGR","Africa",11.1513,8.7804,FALSE,4370.52555029336
"235","haya1250","Atlantic-Congo [atla1278]",884,29,28,5,4,1,NA,"AGR","Africa",-1.70878,31.4846,TRUE,2838.96071690666
"236","hdii1240","Afro-Asiatic [afro1255]",1403,41,37,15,11,4,NA,"AGR","Africa",10.942,13.6881,TRUE,4193.88074728117
"237","heib1243","Heiban [heib1242]",1497,34,32,6,4,2,NA,"AGR","Africa",11.2908,30.5282,TRUE,4202.73090592372
"238","here1253","Atlantic-Congo [atla1278]",1255,26,25,5,4,1,NA,"AGR","Africa",-21.0231,20.5655,TRUE,585.351028263156
"239","holo1240","Atlantic-Congo [atla1278]",1389,26,25,3,2,1,NA,"AGR","Africa",-5.37545,28.3274,TRUE,2350.77647696191
"240","huaa1248","Tuu [tuuu1241]",1379,161,160,NA,NA,1,NA,"HG","Africa",-24.20022,20.79583,TRUE,272.07213637774
"241","huba1236","Afro-Asiatic [afro1255]",1304,31,29,8,6,2,NA,"AGR","Africa",10.3544,13.139,TRUE,4145.16235251468
"242","hung1278","Atlantic-Congo [atla1278]",1114,33,31,5,3,2,NA,"AGR","Africa",-3.69695,18.4312,TRUE,2501.58188964063
"243","iban1261","Ijoid [ijoi1239]",891,38,36,6,4,2,NA,"AGR","Africa",4.49119,7.23558,TRUE,3756.9766711027
"244","ibib1240","Atlantic-Congo [atla1278]",1057,32,31,2,1,1,NA,"AGR","Africa",5.15279,7.86688,TRUE,3793.72748989661
"245","idom1241","Atlantic-Congo [atla1278]",1536,75,69,13,11,6,NA,"AGR","Africa",7.19139,7.71261,TRUE,4006.83946116288
"246","ifee1241","Atlantic-Congo [atla1278]",731,34,32,5,3,2,NA,"AGR","Africa",7.63568,1.58494,TRUE,4360.06010173431
"247","iged1239","Atlantic-Congo [atla1278]",733,38,36,5,3,2,NA,"AGR","Africa",6.95522,8.27362,TRUE,3958.54320635654
"248","igoo1238","Atlantic-Congo [atla1278]",1580,33,31,5,3,2,NA,"AGR","Africa",7.25499,0.67846,TRUE,4376.59237919181
"249","ikkk1242","Kuliak [kuli1252]",368,44,43,6,5,1,"AGR","AGR","Africa",3.61407,34.2507,TRUE,3496.36614126947
"250","ikwe1242","Atlantic-Congo [atla1278]",1405,46,44,7,5,2,NA,"AGR","Africa",5.04333,6.86651,TRUE,3829.75217659701
"251","ikwo1238","Atlantic-Congo [atla1278]",735,40,36,8,6,4,NA,"AGR","Africa",NA,NA,TRUE,NA
"252","inor1238","Afro-Asiatic [afro1255]",1465,47,45,12,10,2,NA,"AGR","Africa",7.94883,37.7968,TRUE,4086.82668681297
"253","iraq1241","Afro-Asiatic [afro1255]",129,48,47,10,9,1,NA,"AGR","Africa",-4.19948,35.2939,TRUE,2752.87070141639
"254","irig1241","Atlantic-Congo [atla1278]",1537,95,90,21,17,5,NA,"AGR","Africa",9.85197,8.6525,TRUE,4240.70656161744
"255","isok1239","Atlantic-Congo [atla1278]",372,37,34,8,5,3,NA,"AGR","Africa",5.52889,6.24682,TRUE,3908.17744703463
"256","iyiv1238","Atlantic-Congo [atla1278]",1664,64,61,11,8,3,NA,"AGR","Africa",6.50437,9.53302,TRUE,3860.26421417535
"257","izer1241","Atlantic-Congo [atla1278]",896,39,37,8,6,2,NA,"AGR","Africa",9.5,8.7,TRUE,4202.46640308174
"258","izii1239","Atlantic-Congo [atla1278]",736,51,47,10,8,4,NA,"AGR","Africa",NA,NA,TRUE,NA
"259","izon1238","Ijoid [ijoi1239]",367,37,35,4,2,2,NA,"AGR","Africa",5.17986,5.51702,TRUE,3910.44438459309
"260","jams1239","Dogon [dogo1299]",1442,60,59,4,3,1,NA,"AGR","Africa",14.1794,-2.57999,TRUE,5214.95814481515
"261","jere1244","Atlantic-Congo [atla1278]",1539,44,42,7,5,2,NA,"AGR","Africa",10.1962,8.95834,TRUE,4264.63243661161
"262","jita1239","Atlantic-Congo [atla1278]",1439,29,28,3,2,1,NA,"AGR","Africa",-1.62681,33.9141,TRUE,2943.70137576103
"263","jola1262","Atlantic-Congo [atla1278]",1311,51,50,6,5,1,NA,"AGR","Africa",12.5089,-16.5539,TRUE,6014.5373621767
"264","jola1263","Atlantic-Congo [atla1278]",737,29,28,3,2,1,NA,"AGR","Africa",12.75752,-15.73547667,TRUE,5971.96040794943
"265","jowu1238","Mande [mand1469]",1287,45,44,3,2,1,NA,"AGR","Africa",10.7691,-5.47873,TRUE,5079.82556753543
"266","juho1239","Kxa [kxaa1236]",432,141,141,6,6,0,"HG","HG","Africa",-19.688,20.7673,FALSE,718.722636373838
"267","jumj1238","Nilotic [nilo1247]",1312,39,38,2,2,1,NA,"AGR","Africa",10.4349,33.7494,TRUE,4195.73329806537
"268","jurm1239","Central Sudanic [cent2225]",738,49,49,3,3,0,NA,"AGR","Africa",6.03321,29.974,FALSE,3621.10524376405
"269","kabi1261","Atlantic-Congo [atla1278]",1142,47,45,5,3,2,NA,"AGR","Africa",8.96816,0.495023,TRUE,4548.28673024722
"270","kabu1256","Indo-European [indo1319]",1606,28,26,6,4,2,NA,"AGR","Africa",15.0586,-23.6148,TRUE,6762.77101668028
"271","kaby1243","Afro-Asiatic [afro1255]",900,30,29,9,8,1,"AGR","AGR","Africa",36.4103,4.76137,TRUE,7152.11876718811
"272","kafa1242","Ta-Ne-Omotic [gong1255]",394,27,26,3,2,1,NA,"AGR","Africa",7.34022,36.1718,TRUE,3957.01945326531
"273","kagf1238","Atlantic-Congo [atla1278]",1535,56,53,10,7,3,NA,"AGR","Africa",11.5319,4.8387,TRUE,4573.98365691207
"274","kagu1239","Atlantic-Congo [atla1278]",1381,31,30,4,3,1,NA,"AGR","Africa",-6.38204,37.0534,TRUE,2645.04602513789
"275","kahe1238","Atlantic-Congo [atla1278]",1642,32,30,6,4,2,NA,"AGR","Africa",-3.51412,37.5759,TRUE,2943.95699660146
"276","kaka1265","Mande [mand1469]",1515,38,37,3,2,1,NA,"AGR","Africa",10.5962,-11.4418,TRUE,5477.91891109211
"277","kako1242","Atlantic-Congo [atla1278]",1581,47,45,4,2,2,NA,"AGR","Africa",3.79989,15.6282,TRUE,3376.08043177448
"278","kala1381","Ijoid [ijoi1239]",1048,43,41,5,3,2,NA,"AGR","Africa",4.53194,6.69539,TRUE,3787.30866374546
"279","kala1384","Atlantic-Congo [atla1278]",1276,71,68,11,9,3,NA,"AGR","Africa",-21.2887,27.401,TRUE,700.850863071539
"280","kamb1297","Atlantic-Congo [atla1278]",1443,31,31,3,3,0,NA,"AGR","Africa",-1.60827,37.9532,FALSE,3146.74387728665
"281","kamb1316","Afro-Asiatic [afro1255]",1373,59,57,9,7,2,NA,"AGR","Africa",7.37582,37.9088,TRUE,4033.50482650408
"282","kamw1239","Afro-Asiatic [afro1255]",1368,35,33,8,6,2,NA,"AGR","Africa",10.646,13.5136,TRUE,4166.51770626779
"283","kang1288","Kadugli-Krongo [kadu1256]",1419,76,72,12,8,4,NA,"AGR","Africa",11.0174,29.3463,TRUE,4149.03760666731
"284","kara1478","Atlantic-Congo [atla1278]",744,40,38,7,5,2,NA,"AGR","Africa",8.01727,15.2114,TRUE,3841.55787508976
"285","kara1483","Nilotic [nilo1247]",1351,66,66,4,4,0,NA,"AGR","Africa",2.45157,34.2761,FALSE,3376.99563681499
"286","kare1338","Atlantic-Congo [atla1278]",1347,57,54,5,3,3,NA,"AGR","Africa",7.05641,15.2207,TRUE,3737.44825362383
"287","kase1253","Atlantic-Congo [atla1278]",745,40,38,4,2,2,NA,"AGR","Africa",11.0824,-1.39076,TRUE,4855.96550631198
"288","katc1249","Kadugli-Krongo [kadu1256]",1421,62,60,4,2,2,NA,"AGR","Africa",10.8423,29.4914,TRUE,4132.71901129034
"289","keig1242","Kadugli-Krongo [kadu1256]",1417,59,57,4,2,2,NA,"AGR","Africa",11.2064,29.3889,TRUE,4170.43256785166
"290","kele1255","Atlantic-Congo [atla1278]",1337,30,29,3,2,1,NA,"AGR","Africa",0.36906,24.3098,TRUE,2913.88134798523
"291","keli1248","Central Sudanic [cent2225]",1339,45,42,7,4,3,NA,"AGR","Africa",3.56039,30.556,TRUE,3369.47294166285
"292","keme1240","Atlantic-Congo [atla1278]",1412,34,33,3,2,1,NA,"AGR","Africa",6.69577,10.4984,TRUE,3842.87689241695
"293","kens1251","Atlantic-Congo [atla1278]",905,65,61,14,10,4,NA,"AGR","Africa",6.01713,10.412,TRUE,3775.55247250128
"294","keny1279","Atlantic-Congo [atla1278]",908,41,40,4,3,1,NA,"AGR","Africa",5.58288,9.55918,TRUE,3764.3195225559
"295","kera1255","Afro-Asiatic [afro1255]",2220,30,27,5,3,3,NA,"AGR","Africa",9.88165,15.1419,TRUE,4044.98452429826
"296","kete1252","Atlantic-Congo [atla1278]",1290,25,23,4,2,2,NA,"AGR","Africa",-7.15104,22.9027,TRUE,2077.38834969875
"297","kgal1244","Atlantic-Congo [atla1278]",1449,53,53,8,8,0,NA,"AGR","Africa",-25.9208,22.7202,FALSE,0
"298","kiku1240","Atlantic-Congo [atla1278]",748,32,32,5,5,0,NA,"AGR","Africa",-0.29005,36.719,FALSE,3209.6463923962
"299","kiny1244","Atlantic-Congo [atla1278]",911,49,46,10,8,3,NA,"AGR","Africa",-1.56771,29.6441,TRUE,2795.0348656133
"300","kips1239","Nilotic [nilo1247]",1387,37,37,3,3,0,NA,"AGR","Africa",-0.35774,35.258532,FALSE,3132.48048574814
"301","kiri1254","Ijoid [ijoi1239]",912,36,34,5,3,2,NA,"AGR","Africa",4.41126,6.98938,TRUE,3760.92848790509
"302","kisa1263","Atlantic-Congo [atla1278]",1446,38,37,7,6,1,NA,"AGR","Africa",0.1529,34.5708,TRUE,3153.40631187238
"303","kist1241","Afro-Asiatic [afro1255]",1456,41,39,10,8,2,NA,"AGR","Africa",8.33561,38.4763,TRUE,4155.84240893466
"304","kita1249","Mande [mand1469]",779,33,32,3,2,1,NA,"AGR","Africa",13.1798,-9.49151,TRUE,5558.04100846735
"305","kitu1245","Atlantic-Congo [atla1278]",792,22,20,5,3,2,NA,"AGR","Africa",-4.15654,14.5648,TRUE,2560.92240118133
"306","kitu1246","Atlantic-Congo [atla1278]",1571,22,20,4,2,2,NA,"AGR","Africa",-2.29601,17.1548,TRUE,2681.22904001919
"307","klao1243","Atlantic-Congo [atla1278]",417,27,26,2,1,1,NA,"AGR","Africa",6.87233,-10.9214,TRUE,5136.84446156296
"308","koal1240","Heiban [heib1242]",1380,45,44,2,1,1,NA,"AGR","Africa",11.69648,30.47166,TRUE,4245.49353452766
"309","kofy1242","Afro-Asiatic [afro1255]",1305,36,34,6,4,2,NA,"AGR","Africa",8.79947,9.15279,TRUE,4112.38896843293
"310","kohu1244","Atlantic-Congo [atla1278]",246,38,36,6,4,2,NA,"AGR","Africa",5.92596,7.96202,TRUE,3867.53042336071
"311","kolc1235","Atlantic-Congo [atla1278]",1102,55,54,2,1,1,NA,"AGR","Africa",3.65994,12.8574,TRUE,3441.33976316677
"312","komc1235","Atlantic-Congo [atla1278]",750,75,69,15,9,6,NA,"AGR","Africa",6.2596,10.3348,TRUE,3803.66964145892
"313","komo1258","Koman [koma1264]",1484,28,28,4,4,0,NA,"AGR","Africa",8.94162,34.0939,FALSE,4048.67351854177
"314","komo1260","Atlantic-Congo [atla1278]",751,35,35,2,2,0,NA,"AGR","Africa",-0.76333,26.7144,FALSE,2816.46087795195
"315","konk1269","Atlantic-Congo [atla1278]",1508,38,37,2,1,1,NA,"AGR","Africa",9.82224,0.2783,TRUE,4641.39925416196
"316","konn1242","Atlantic-Congo [atla1278]",915,49,47,5,3,2,NA,"AGR","Africa",10.2368,-1.54376,TRUE,4786.11555877072
"317","koon1245","Atlantic-Congo [atla1278]",747,52,50,5,3,2,NA,"AGR","Africa",3.25933,13.54152,TRUE,3376.75706175956
"318","koor1239","Ta-Ne-Omotic [gong1255]",1482,61,61,11,11,0,NA,"AGR","Africa",5.80545,37.8679,FALSE,3872.93127626985
"319","kosh1246","Atlantic-Congo [atla1278]",1620,37,36,5,4,1,NA,"AGR","Africa",6.5817,10.299,TRUE,3838.48829324673
"320","kota1272","Atlantic-Congo [atla1278]",1281,45,43,8,6,2,NA,"AGR","Africa",6.64027,1.72346,TRUE,4257.944544058
"321","koya1253","Mande [mand1469]",1498,43,41,9,7,2,NA,"AGR","Africa",8.29177,-6.23255,TRUE,4913.33052415573
"322","koyr1240","Songhay [song1307]",1257,43,42,5,4,1,"AGR","AGR","Africa",16.192,-3.73962,TRUE,5469.8577571987
"323","koyr1242","Songhay [song1307]",1274,37,36,6,5,1,NA,"AGR","Africa",16.9634,-0.55187,TRUE,5372.08454199946
"324","kpan1246","Atlantic-Congo [atla1278]",424,34,32,8,6,2,NA,"AGR","Africa",7.58343,10.1642,TRUE,3947.7425255094
"325","krac1238","Atlantic-Congo [atla1278]",1306,44,43,2,1,1,NA,"AGR","Africa",7.93475,0.01925,TRUE,4479.03789399091
"326","krim1238","Atlantic-Congo [atla1278]",1307,38,37,3,2,1,NA,"AGR","Africa",7.24116,-11.8393,TRUE,5236.63768044355
"327","krio1253","Indo-European [indo1319]",1570,35,33,9,7,2,NA,"AGR","Africa",10.8811,-14.3204,TRUE,5715.53840194826
"328","kron1241","Kadugli-Krongo [kadu1256]",1418,62,60,5,3,2,NA,"AGR","Africa",10.514,30.003,TRUE,4107.2606995983
"329","kuan1247","Atlantic-Congo [atla1278]",1501,33,30,6,3,3,NA,"AGR","Africa",-17.7176,16.58,TRUE,1107.71580289989
"330","kuna1268","Kunama [kuna1268][kun]",2198,34,33,5,4,1,NA,"AGR","Africa",14.5879,37.5292,TRUE,4760.10703614682
"331","kuny1238","Atlantic-Congo [atla1278]",1365,55,54,8,7,1,NA,"AGR","Africa",-3.69702,12.5197,TRUE,2689.81943089911
"332","kuoo1238","Atlantic-Congo [atla1278]",1346,56,53,5,3,3,NA,"AGR","Africa",7.97771,15.4843,TRUE,3831.13277305513
"333","kups1238","Nilotic [nilo1247]",428,26,26,1,1,0,NA,"AGR","Africa",1.33197,34.5991,FALSE,3275.02910169424
"334","kura1250","Mande [mand1469]",1622,54,52,4,2,2,NA,"AGR","Africa",9.49325,-10.6122,TRUE,5326.37640564446
"335","kuri1259","Atlantic-Congo [atla1278]",758,22,22,5,5,0,NA,"AGR","Africa",-1.50636,34.5049,FALSE,2982.2162396574
"336","kusa1250","Atlantic-Congo [atla1278]",759,44,42,5,3,2,NA,"AGR","Africa",10.9703,-0.38756,TRUE,4787.79328087253
"337","kute1248","Atlantic-Congo [atla1278]",1119,46,44,6,4,2,NA,"AGR","Africa",7.07479,10.0916,TRUE,3897.5728947256
"338","kuwa1246","Atlantic-Congo [atla1278]",1549,34,32,7,5,2,NA,"AGR","Africa",12.48255,-16.74835,TRUE,6027.37675613106
"339","kwam1249","Koman [koma1264]",1487,25,25,4,4,0,NA,"AGR","Africa",9.50836,34.2457,FALSE,4113.47569025154
"340","kwam1250","Atlantic-Congo [atla1278]",1604,40,39,5,4,1,NA,"AGR","Africa",-1.53712,27.4633,TRUE,2745.57737196601
"341","kwam1251","Atlantic-Congo [atla1278]",1503,37,35,11,9,2,NA,"AGR","Africa",-18.0339,15.7294,TRUE,1132.54901738606
"342","kwan1273","Atlantic-Congo [atla1278]",1272,27,25,6,4,2,NA,"AGR","Africa",-17.9026,19.256,TRUE,957.130789715233
"343","kwan1276","Atlantic-Congo [atla1278]",1582,43,41,4,2,2,NA,"AGR","Africa",6.30293,11.6931,TRUE,3759.06207356923
"344","kwas1243","Atlantic-Congo [atla1278]",947,54,49,11,8,5,NA,"AGR","Africa",2.39354,10.0812,TRUE,3415.80254949631
"345","kway1241","Atlantic-Congo [atla1278]",1646,29,28,3,2,1,NA,"AGR","Africa",-1.80737,33.71,TRUE,2916.45219914204
"346","kwes1244","Atlantic-Congo [atla1278]",1291,25,23,5,3,2,NA,"AGR","Africa",-5.60445,18.5759,TRUE,2291.21333033601
"347","kxoe1243","Khoe-Kwadi [khoe1240]",1383,120,120,NA,NA,0,"HG","HG","Africa",-16.59051,22.599835,FALSE,1033.14539751743
"348","kyen1242","Mande [mand1469]",1519,37,35,5,3,2,NA,"AGR","Africa",11.5953,3.58651,TRUE,4639.35542166841
"349","lagw1237","Afro-Asiatic [afro1255]",1406,41,39,13,11,2,NA,"AGR","Africa",11.5592,14.9884,TRUE,4230.18266938359
"350","lako1244","Atlantic-Congo [atla1278]",695,57,55,6,4,2,NA,"AGR","Africa",5.86012,-5.40633,TRUE,4647.1772579017
"351","lama1275","Atlantic-Congo [atla1278]",760,53,53,3,3,0,NA,"AGR","Africa",8.66954,0.833293,FALSE,4500.74112852823
"352","lama1288","Afro-Asiatic [afro1255]",1404,41,39,11,9,2,NA,"AGR","Africa",11.0243,13.7362,TRUE,4201.52756958749
"353","lamn1239","Atlantic-Congo [atla1278]",804,45,42,6,4,3,NA,"AGR","Africa",6.39743,11.0684,TRUE,3790.90172899814
"354","lang1320","Atlantic-Congo [atla1278]",923,52,50,6,4,2,NA,"AGR","Africa",-4.71413,35.9517,TRUE,2738.16664857079
"355","lang1322","Nilotic [nilo1247]",1579,32,32,0,0,0,NA,"AGR","Africa",4.04948,33.0412,FALSE,3497.87608747386
"356","lang1324","Nilotic [nilo1247]",1445,40,40,2,2,0,NA,"AGR","Africa",2.13867,33.0553,FALSE,3298.04270822985
"357","lega1249","Atlantic-Congo [atla1278]",1259,38,36,5,3,2,NA,"AGR","Africa",-3.83196,27.1424,TRUE,2489.54669379731
"358","legb1242","Atlantic-Congo [atla1278]",1540,53,50,5,2,3,NA,"AGR","Africa",6.02645,7.98385,TRUE,3876.73627175724
"359","lele1264","Atlantic-Congo [atla1278]",441,34,32,4,2,2,NA,"AGR","Africa",7.34549,0.50746,TRUE,4395.14098919599
"360","lele1266","Mande [mand1469]",1516,28,26,4,2,2,NA,"AGR","Africa",8.98043,-10.371,TRUE,5266.46401107236
"361","lele1276","Afro-Asiatic [afro1255]",1275,36,36,2,2,0,NA,"AGR","Africa",9.158,15.81149,FALSE,3952.23420114526
"362","lend1245","Central Sudanic [cent2225]",762,55,53,9,7,2,NA,"AGR","Africa",2.1898,30.6794,TRUE,3226.17535692109
"363","leng1258","Atlantic-Congo [atla1278]",1338,32,28,3,1,4,NA,"AGR","Africa",-1.95874,25.3343,TRUE,2666.21974273591
"364","lese1243","Central Sudanic [cent2225]",1636,42,39,4,3,3,NA,"AGR","Africa",1.3,29.3,TRUE,3093.89629712827
"365","libe1247","Mande [mand1469]",137,49,46,7,4,3,NA,"AGR","Africa",6.92048,-9.96128,TRUE,5067.87100705437
"366","liby1240","Afro-Asiatic [afro1255]",1098,50,48,16,14,2,NA,"AGR","Africa",22.0032,15.0014,TRUE,5367.26354121904
"367","ligb1244","Mande [mand1469]",765,38,36,5,3,2,NA,"AGR","Africa",7.94291,-2.56353,TRUE,4638.82807028307
"368","liji1238","Atlantic-Congo [atla1278]",899,48,46,7,5,2,NA,"AGR","Africa",8.52193,8.35562,TRUE,4115.47923582054
"369","lika1243","Atlantic-Congo [atla1278]",1334,45,42,10,7,3,NA,"AGR","Africa",2.13777,27.6088,TRUE,3148.77547879282
"370","limb1268","Atlantic-Congo [atla1278]",1260,52,49,9,6,3,NA,"AGR","Africa",6.58608,10.9802,TRUE,3813.802463046
"371","ling1263","Atlantic-Congo [atla1278]",768,22,21,3,2,1,NA,"AGR","Africa",1.40324,19.7829,TRUE,3039.70203936627
"372","logb1245","Atlantic-Congo [atla1278]",1541,35,33,6,4,2,NA,"AGR","Africa",6.92838,0.43068,TRUE,4360.81692444718
"373","logo1259","Central Sudanic [cent2225]",1294,39,39,3,3,0,NA,"AGR","Africa",3.32608,29.8866,FALSE,3326.84463188462
"374","loko1255","Mande [mand1469]",764,25,24,3,2,1,NA,"AGR","Africa",9.11838,-12.1583,TRUE,5410.83906142938
"375","loma1260","Mande [mand1469]",1517,51,48,5,3,3,NA,"AGR","Africa",7.91585,-9.69906,TRUE,5129.46342042356
"376","long1387","Atlantic-Congo [atla1278]",1278,31,31,3,3,0,NA,"AGR","Africa",8.33313,13.0568,FALSE,3931.25825420685
"377","luch1239","Atlantic-Congo [atla1278]",928,42,41,10,9,1,NA,"AGR","Africa",-14.0648,22.2437,TRUE,1313.48733840182
"378","lugb1240","Central Sudanic [cent2225]",151,42,40,5,3,2,NA,"AGR","Africa",3.02245,30.8642,TRUE,3320.43661707673
"379","lukp1238","Atlantic-Congo [atla1278]",769,37,36,4,3,1,NA,"AGR","Africa",9.51949,1.66954,TRUE,4535.22920136605
"380","lumu1239","Narrow Talodi [narr1279]",1427,35,35,0,0,0,NA,"AGR","Africa",10.8308,30.253,FALSE,4146.91359464834
"381","lund1266","Atlantic-Congo [atla1278]",927,32,30,7,5,2,NA,"AGR","Africa",-11.1793,23.8662,TRUE,1636.20687254732
"382","luok1236","Nilotic [nilo1247]",153,35,34,4,3,1,NA,"AGR","Africa",-0.93296,34.4896,TRUE,3039.52578512415
"383","luva1239","Atlantic-Congo [atla1278]",146,36,34,6,5,2,NA,"AGR","Africa",-13.5382,22.2924,TRUE,1371.53618698239
"384","luwo1239","Nilotic [nilo1247]",1432,32,32,0,0,0,NA,"AGR","Africa",7.35089,28.1378,FALSE,3727.29399839814
"385","luya1241","Atlantic-Congo [atla1278]",890,22,22,2,2,0,NA,"AGR","Africa",-15.2221,18.8037,FALSE,1252.63047682824
"386","lyel1241","Atlantic-Congo [atla1278]",1240,34,34,2,2,0,NA,"AGR","Africa",12.4305,-2.59229,FALSE,5052.09273853496
"387","maas1239","Atlantic-Congo [atla1278]",714,37,36,3,2,1,NA,"AGR","Africa",11.1324,-3.64763,TRUE,4996.22703166283
